Title,Authors,Publication Date,DOI,Source
Conceptualizing hybrid model for influencing intention to adopt cloud computing in North-Eastern Nigerian academic libraries,Yakubu A.S.,2023-07-01,10.1016/j.acalib.2023.102747,Journal of Academic Librarianship
Generation Z’s adoption of IoT: protection motivation theory as the underlying model and gender as a moderator,Mahmud A.,2023-06-12,10.1108/JSIT-02-2022-0054,Journal of Systems and Information Technology
Is the digital security act 2018 sufficient to avoid cyberbullying in Bangladesh? A quantitative study on young women from generation-z of Dhaka city,Mahmud A.,2023-05-01,10.1016/j.chbr.2023.100289,Computers in Human Behavior Reports
"The Relationship between Knowledge, Attitudes, Values, and Technology in Promoting Zero-Waste Pro-Environmental Behaviour in a Zero-Waste Campus Framework",Baba-Nalikant M.,2023-04-01,10.3390/recycling8020040,Recycling
Big Data Maturity Assessment Models: A Systematic Literature Review,Al-Sai Z.A.,2023-03-01,10.3390/bdcc7010002,Big Data and Cognitive Computing
Fourth Industrial Revolution Review: Usage of Augmented Reality in the Malaysian Tourism Sector,Ahmed A.S.W.,2023-02-01,10.14445/22315381/IJETT-V71I2P221,International Journal of Engineering Trends and Technology
A Zero-Waste Campus Framework: Perceptions and Practices of University Campus Community in Malaysia,Baba-Nalikant M.,2023-02-01,10.3390/recycling8010021,Recycling
Exploring the empirical studies of cloud computing adoption in anglophone West African countries' academic libraries: A review,Yakubu A.S.,2023-01-01,10.1117/12.2675083,Proceedings of SPIE - The International Society for Optical Engineering
Intention to Participate in MOOCs: Case of University Students in Northwestern Nigeria During COVID-19 Pandemic,Ahmed A.M.,2023-01-01,10.3991/ijim.v17i07.30093,International Journal of Interactive Mobile Technologies
A Proposed Metrics Based on Sustainable Development Goals (SDGs) for Public Self-Service Machines,Zhu L.,2023-01-01,10.3390/su15010407,Sustainability (Switzerland)
Explore Big Data Analytics Applications and Opportunities: A Review,Al-Sai Z.A.,2022-12-01,10.3390/bdcc6040157,Big Data and Cognitive Computing
Determinants of Facebook adoption and its impact on service-based small and medium enterprise performance in northwestern Nigeria,Abdullahi I.N.,2022-07-11,10.1108/JSIT-11-2020-0249,Journal of Systems and Information Technology
A Seed-Guided Latent Dirichlet Allocation Approach to Predict the Personality of Online Users Using the PEN Model,Sagadevan S.,2022-03-01,10.3390/a15030087,Algorithms
Online safety awareness and human factors: An application of the theory of human ecology,Mohammad T.,2022-02-01,10.1016/j.techsoc.2021.101823,Technology in Society
IoT Adoption by the Young Consumer: An Extended ASE Perspective,Mahmud A.,2022-01-01,10.14329/APJIS.2022.32.4.857,Asia Pacific Journal of Information Systems
The Impact of Industrial Revolution 4.0 and the Future of the Workforce: A Study on Malaysian IT Professionals,Husin M.H.,2022-01-01,10.1177/08944393221117268,Social Science Computer Review
Analysis on Literature Review of Internet of Things Adoption Among the Consumer at the Individual Level,Mahmud A.,2022-01-01,10.1633/JISTaP.2022.10.2.4,Journal of Information Science Theory and Practice
SLR: Weight Analysis of Protection Motivation Theory,Mahmud A.,2022-01-01,10.33168/JSMS.2022.0213,Journal of System and Management Sciences
Accounting information system adoption among Indonesian msmes: A conceptual model for cloud computing,Hamundu F.M.,2021-12-01,N/A,Journal of Engineering Science and Technology
A Systematic Review of the DeLone and McLean Model of Information Systems Success in an E-Learning Context (2010-2020),Sabeh H.N.,2021-01-01,10.1109/ACCESS.2021.3084815,IEEE Access
Intention to Adopt Cloud Accounting: A Conceptual Model from Indonesian MSMEs Perspectives,Hamundu F.M.,2020-12-01,10.13106/JAFEB.2020.VOL7.NO12.749,"Journal of Asian Finance, Economics and Business"
Global research trends in Pro-Environmental Behaviour (PEB) studies in the field of computer science from 1976-2019: A bibliometric analysis,Mustafa Z.,2020-09-01,10.5530/JSCIRES.9.2.17,Journal of Scientometric Research
InWalker: smart white cane for the blind,Husin M.H.,2020-08-17,10.1080/17483107.2019.1615999,Disability and Rehabilitation: Assistive Technology
Unlocking the potentials of mobile learning object compilation by using random forest and semantic web based as tool for lecturers,Ahmed M.A.,2020-04-14,N/A,International Journal of Advanced Science and Technology
Critical Success Factors for Big Data: A Systematic Literature Review,Al-Sai Z.A.,2020-01-01,10.1109/ACCESS.2020.3005461,IEEE Access
A preliminary systematic performanceon critical success factors categories for big data analytics,Alial-Sai Z.,2019-10-01,10.35940/ijeat.A2657.109119,International Journal of Engineering and Advanced Technology
Initial exploration on an effective social media analytics method and algorithm for instagram hashtags,Rosli N.A.A.,2019-07-01,10.4018/IJEBR.2019070101,International Journal of e-Business Research
A review on big data maturity models,Al-Sai Z.A.,2019-05-16,10.1109/JEEIT.2019.8717398,"2019 IEEE Jordan International Joint Conference on Electrical Engineering and Information Technology, JEEIT 2019 - Proceedings"
Big Data Impacts and Challenges: A Review,Al-Sai Z.A.,2019-05-16,10.1109/JEEIT.2019.8717484,"2019 IEEE Jordan International Joint Conference on Electrical Engineering and Information Technology, JEEIT 2019 - Proceedings"
