Title,Authors,Publication Date,DOI,Source
The rise of website fingerprinting on Tor: Analysis on techniques and assumptions,Mohd Aminuddin M.A.I.,2023-03-01,10.1016/j.jnca.2023.103582,Journal of Network and Computer Applications
An Enhanced Static Taint Analysis Approach to Detect Input Validation Vulnerability,Marashdih A.W.,2023-02-01,10.1016/j.jksuci.2023.01.009,Journal of King Saud University - Computer and Information Sciences
Privacy during epidemic of COVID-19: a bibliometric analysis,Ali A.S.,2023-02-01,10.11591/eei.v12i1.4460,Bulletin of Electrical Engineering and Informatics
Predicting input validation vulnerabilities based on minimal SSA features and machine learning,Marashdih A.W.,2022-11-01,10.1016/j.jksuci.2022.09.010,Journal of King Saud University - Computer and Information Sciences
MyHalal: an interactive application,Ying W.X.,2022-10-01,10.11591/eei.v11i5.3808,Bulletin of Electrical Engineering and Informatics
AN EXPLORATION OF USM EXPEDITIONS KIT (U-Trek): A CONCEPT OF USABLE INTERACTIVE APPLICATION,Li N.H.,2022-04-01,N/A,Journal of Engineering Science and Technology
Harnessing the challenges and solutions to improve security warnings: A review,Zaaba Z.F.,2021-11-01,10.3390/s21217313,Sensors
Usable Tourism Application: Malaysia Attraction Travel Application (MATA),Fun C.S.,2021-07-14,10.1109/ICIT52682.2021.9491757,"2021 International Conference on Information Technology, ICIT 2021 - Proceedings"
Mental Models Review for Security and Privacy Policy: An approach,Ali A.S.,2021-07-14,10.1109/ICIT52682.2021.9491708,"2021 International Conference on Information Technology, ICIT 2021 - Proceedings"
An approach for detecting feasible paths based on minimal ssa representation and symbolic execution,Marashdih A.W.,2021-06-02,10.3390/app11125384,Applied Sciences (Switzerland)
A Hybrid Intrusion Detection Model for Identification of Threats in Internet of Things Environment,Owoh N.P.,2021-01-01,10.14569/IJACSA.2021.0120976,International Journal of Advanced Computer Science and Applications
A Study on Contact Tracing Apps for Covid-19: Privacy and Security Perspective,Ali A.S.,2021-01-01,10.14704/WEB/V18I1/WEB18093,Webology
"Facebook, twitter, and instagram: The privacy challenges",Rashid A.F.A.,2020-12-01,10.1109/ICPET51420.2020.00032,"Proceedings - 2020 International Conference on Promising Electronic Technologies, ICPET 2020"
Analysis of the Paradigm on Tor Attack Studies,Irsyad Mohd Aminuddin M.A.,2020-08-24,10.1109/ICIMU49871.2020.9243607,"2020 8th International Conference on Information Technology and Multimedia, ICIMU 2020"
Heuristic evaluation of stock exchange mobile application in Malaysia,Hussain A.,2020-04-23,N/A,International Journal of Advanced Science and Technology
Readability of websites security privacy policies: A survey on text content and readers,Ali A.S.,2020-04-11,N/A,International Journal of Advanced Science and Technology
Classification on deanonymisation outcome of tor attack,Mohd Aminuddin M.A.I.,2020-04-11,N/A,International Journal of Advanced Science and Technology
Usable security: A browser’s security warnings assessment,Emang D.W.A.B.,2020-04-11,N/A,International Journal of Advanced Science and Technology
Empirical Investigations on Usability of Security Warning Dialogs: End Users Experience,Ahmad F.N.A.,2020-01-01,10.1007/978-981-15-2693-0_24,Communications in Computer and Information Science
Appraisal on User’s Comprehension in Security Warning Dialogs: Browsers Usability Perspective,Yi C.L.X.,2020-01-01,10.1007/978-981-15-2693-0_23,Communications in Computer and Information Science
Detection Mechanisms of DDoS Attack in Cloud Computing Environment: A Survey,Alarqan M.A.,2020-01-01,10.1007/978-981-15-2693-0_10,Communications in Computer and Information Science
The knowledge of human-computer interaction (HCI) and user experience design (UXD) in malaysia: An analysis of the characteristics of an HCI-focused conference,Hussein I.,2019-06-01,N/A,International Journal of Innovative Technology and Exploring Engineering
Investigations and assessments on web browser security,Hui L.,2019-06-01,N/A,International Journal of Innovative Technology and Exploring Engineering
Applicability of website fingerprinting attack on tor encrypted traffic,Aminuddin M.A.I.M.,2019-06-01,N/A,International Journal of Innovative Technology and Exploring Engineering
Web application security: An investigation on static analysis with other algorithms to detect cross site scripting,Marashdih A.W.,2019-01-01,10.1016/j.procs.2019.11.230,Procedia Computer Science
Preliminary insights in security warning studies: An exploration in university context,Boniface Emang D.W.A.,2019-01-01,10.1016/j.procs.2019.11.232,Procedia Computer Science
A review of usability and security evaluation model of E-commerce website,Bt Mohd N.A.,2019-01-01,10.1016/j.procs.2019.11.233,Procedia Computer Science
Requirement model of conference management system: A mobile app for creating and managing conference paper,Hussain A.,2019-01-01,10.3991/ijim.v13i11.11280,International Journal of Interactive Mobile Technologies
Usable Tourism Application: MyTouristPlanner (MTP),Abdul Rahman A.A.,2018-11-09,10.1109/ICPET.2018.00012,"Proceedings - 2018 International Conference on Promising Electronic Technologies, ICPET 2018"
